QueryId,EntityId,Relevance
INEX_LD-2009022,"<dbpedia:Wonton>",1
INEX_LD-2009022,"<dbpedia:Zha_cai>",1
INEX_LD-2009022,"<dbpedia:Zhal>",0
INEX_LD-2009022,"<dbpedia:Zhangcha_duck>",1
INEX_LD-2009022,"<dbpedia:Zigong>",0
INEX_LD-2009053,"<dbpedia:AB_Nyköpings_Automobilfabrik>",1
INEX_LD-2009053,"<dbpedia:Automotive_industry>",0
INEX_LD-2009053,"<dbpedia:Automotive_industry_by_country>",0
INEX_LD-2009053,"<dbpedia:Automotive_industry_in_Australia>",0
INEX_LD-2009053,"<dbpedia:Automotive_industry_in_Pakistan>",0
INEX_LD-2009053,"<dbpedia:Automotive_industry_in_Russia>",0
INEX_LD-2009053,"<dbpedia:Automotive_industry_in_Sweden>",0
INEX_LD-2009053,"<dbpedia:Automotive_industry_in_the_United_States>",0
INEX_LD-2009053,"<dbpedia:Cargotec>",0
INEX_LD-2009053,"<dbpedia:DKW>",0
INEX_LD-2009053,"<dbpedia:Elcat_Electric_Vehicles>",0
INEX_LD-2009053,"<dbpedia:Finlandia_(car)>",1
INEX_LD-2009053,"<dbpedia:Finnish_Touring_Car_Championship>",0
INEX_LD-2009053,"<dbpedia:Korvensuu_(car)>",0
INEX_LD-2009053,"<dbpedia:List_of_armoured_fighting_vehicles_by_country>",0
INEX_LD-2009053,"<dbpedia:Lists_of_automobile-related_articles>",0
INEX_LD-2009053,"<dbpedia:Magna_Steyr>",0
INEX_LD-2009053,"<dbpedia:Minor_automotive_manufacturing_groups>",1
INEX_LD-2009053,"<dbpedia:Opel_Calibra>",1
INEX_LD-2009053,"<dbpedia:Patria_(company)>",0
INEX_LD-2009053,"<dbpedia:Patria_AMV>",0
INEX_LD-2009053,"<dbpedia:Patria_Pasi>",0
INEX_LD-2009053,"<dbpedia:Patria_Pasi_variants>",0
INEX_LD-2009053,"<dbpedia:Porsche>",0
INEX_LD-2009053,"<dbpedia:RBS-15>",0
INEX_LD-2009053,"<dbpedia:Saab-Scania>",0
INEX_LD-2009053,"<dbpedia:Saab_9-3>",1
INEX_LD-2009053,"<dbpedia:Saab_9-5>",1
INEX_LD-2009053,"<dbpedia:Saab_9-7X>",1
INEX_LD-2009053,"<dbpedia:Saab_9000>",1
INEX_LD-2009053,"<dbpedia:Saab_900>",1
INEX_LD-2009053,"<dbpedia:Saab_90>",0
INEX_LD-2009053,"<dbpedia:Saab_93>",1
INEX_LD-2009053,"<dbpedia:Saab_96>",1
INEX_LD-2009053,"<dbpedia:Saab_99>",1
INEX_LD-2009053,"<dbpedia:Saab_Automobile>",0
INEX_LD-2009053,"<dbpedia:Saab_Group>",0
INEX_LD-2009053,"<dbpedia:Saab_Ursaab>",1
INEX_LD-2009053,"<dbpedia:Saab_V8>",1
INEX_LD-2009053,"<dbpedia:Scania_AB>",0
INEX_LD-2009053,"<dbpedia:Simca-Talbot_Horizon>",0
INEX_LD-2009053,"<dbpedia:Sisu>",1
INEX_LD-2009053,"<dbpedia:Sisu_A-45>",1
INEX_LD-2009053,"<dbpedia:Sisu_A2045>",0
INEX_LD-2009053,"<dbpedia:Sisu_Auto>",2
INEX_LD-2009053,"<dbpedia:Sisu_Axles>",0
INEX_LD-2009053,"<dbpedia:Sisu_E13TP>",1
INEX_LD-2009053,"<dbpedia:Sisu_K-44>",0
INEX_LD-2009053,"<dbpedia:Sisu_KB-112>",1
INEX_LD-2009053,"<dbpedia:Sisu_KB-124>",0
INEX_LD-2009053,"<dbpedia:Sisu_KB-24>",0
INEX_LD-2009053,"<dbpedia:Sisu_Nasu>",0
INEX_LD-2009053,"<dbpedia:Sisu_RA-140_DS>",1
INEX_LD-2009053,"<dbpedia:Sisu_S-21>",1
INEX_LD-2009053,"<dbpedia:Sisu_SA-110>",0
INEX_LD-2009053,"<dbpedia:Sisu_SA-150>",2
INEX_LD-2009053,"<dbpedia:Sisu_SA-240>",1
INEX_LD-2009053,"<dbpedia:Spyker_Cars>",0
INEX_LD-2009053,"<dbpedia:Spyker_N.V.>",0
INEX_LD-2009053,"<dbpedia:Stahlberg_Models>",1
INEX_LD-2009053,"<dbpedia:Valmet>",1
INEX_LD-2009053,"<dbpedia:Valmet_Automotive>",1
INEX_LD-2009053,"<dbpedia:Vanajan_Autotehdas>",0
INEX_LD-2009053,"<dbpedia:Volvo>",0
INEX_LD-2009062,"<dbpedia:2001_NFL_draft>",0
INEX_LD-2009062,"<dbpedia:2009_NFL_draft>",0
INEX_LD-2009062,"<dbpedia:2010_NFL_draft>",0
INEX_LD-2009062,"<dbpedia:2011_NFL_draft>",0
INEX_LD-2009062,"<dbpedia:2012_NFL_draft>",0
INEX_LD-2009062,"<dbpedia:2013_NFL_draft>",0
INEX_LD-2009062,"<dbpedia:2014_NFL_draft>",0
INEX_LD-2009062,"<dbpedia:Access_network_discovery_and_selection_function>",0
INEX_LD-2009062,"<dbpedia:Adaptation_and_Natural_Selection>",0
INEX_LD-2009062,"<dbpedia:Altruism_(biology)>",0
INEX_LD-2009062,"<dbpedia:Assortative_mixing>",0
INEX_LD-2009062,"<dbpedia:BAND_(application)>",0
INEX_LD-2009062,"<dbpedia:Book_discussion_club>",0
INEX_LD-2009062,"<dbpedia:Bridge_(interpersonal)>",0
INEX_LD-2009062,"<dbpedia:Cluster_analysis>",1
INEX_LD-2009062,"<dbpedia:Collective_intelligence>",0
INEX_LD-2009062,"<dbpedia:Collective_network>",0
INEX_LD-2009062,"<dbpedia:Community>",1
INEX_LD-2009062,"<dbpedia:Community_structure>",1
INEX_LD-2009062,"<dbpedia:Cultural_group_selection>",0
INEX_LD-2009062,"<dbpedia:Diaspora_(social_network)>",1
INEX_LD-2009062,"<dbpedia:Distributed_social_network>",1
INEX_LD-2009062,"<dbpedia:Dual_inheritance_theory>",0
INEX_LD-2009062,"<dbpedia:Dynamic_network_analysis>",1
INEX_LD-2009062,"<dbpedia:E-Dostluk>",0
INEX_LD-2009062,"<dbpedia:Emotional_selection>",0
INEX_LD-2009062,"<dbpedia:Enterprise_social_networking>",0
INEX_LD-2009062,"<dbpedia:Essembly>",0
INEX_LD-2009062,"<dbpedia:Eurekster>",0
INEX_LD-2009062,"<dbpedia:Eusociality>",0
INEX_LD-2009062,"<dbpedia:Evolutionary_game_theory>",0
INEX_LD-2009062,"<dbpedia:Evolutionary_psychology>",0
INEX_LD-2009062,"<dbpedia:Genetics_of_social_behavior>",0
INEX_LD-2009062,"<dbpedia:Geosocial_networking>",1
INEX_LD-2009062,"<dbpedia:Gossip>",0
INEX_LD-2009062,"<dbpedia:Granfalloon>",0
INEX_LD-2009062,"<dbpedia:Group_(online_social_networking)>",1
INEX_LD-2009062,"<dbpedia:Group_Selection_(book)>",0
INEX_LD-2009062,"<dbpedia:Group_affective_tone>",0
INEX_LD-2009062,"<dbpedia:Group_selection>",0
INEX_LD-2009062,"<dbpedia:History_of_evolutionary_psychology>",0
INEX_LD-2009062,"<dbpedia:In-group_favoritism>",0
INEX_LD-2009062,"<dbpedia:Information_Awareness_Office>",0
INEX_LD-2009062,"<dbpedia:International_Network_for_Social_Network_Analysis>",1
INEX_LD-2009062,"<dbpedia:Internet>",0
INEX_LD-2009062,"<dbpedia:Kactoos>",0
INEX_LD-2009062,"<dbpedia:Kin_selection>",0
INEX_LD-2009062,"<dbpedia:Kinship>",0
INEX_LD-2009062,"<dbpedia:Krackhardt_E/I_Ratio>",0
INEX_LD-2009062,"<dbpedia:LinkedIn>",1
INEX_LD-2009062,"<dbpedia:List_of_social_networking_websites>",0
INEX_LD-2009062,"<dbpedia:Mathematical_sociology>",1
INEX_LD-2009062,"<dbpedia:Mobile_social_network>",0
INEX_LD-2009062,"<dbpedia:MotorCityConnect>",1
INEX_LD-2009062,"<dbpedia:Natural_selection>",0
INEX_LD-2009062,"<dbpedia:Netlog>",0
INEX_LD-2009062,"<dbpedia:Ontario_Social_Safety_Network>",0
INEX_LD-2009062,"<dbpedia:Prosocial_behavior>",0
INEX_LD-2009062,"<dbpedia:Reciprocity_(social_and_political_philosophy)>",0
INEX_LD-2009062,"<dbpedia:ScholarMate>",0
INEX_LD-2009062,"<dbpedia:Seduction_community>",0
INEX_LD-2009062,"<dbpedia:Self-selection_bias>",0
INEX_LD-2009062,"<dbpedia:Signalling_theory>",0
INEX_LD-2009062,"<dbpedia:Social_Darwinism>",0
INEX_LD-2009062,"<dbpedia:Social_Networks_(journal)>",1
INEX_LD-2009062,"<dbpedia:Social_experiment>",0
INEX_LD-2009062,"<dbpedia:Social_group>",0
INEX_LD-2009062,"<dbpedia:Social_invisibility>",0
INEX_LD-2009062,"<dbpedia:Social_media>",1
INEX_LD-2009062,"<dbpedia:Social_media_mining>",0
INEX_LD-2009062,"<dbpedia:Social_network>",0
INEX_LD-2009062,"<dbpedia:Social_network_advertising>",0
INEX_LD-2009062,"<dbpedia:Social_network_aggregation>",1
INEX_LD-2009062,"<dbpedia:Social_network_analysis>",0
INEX_LD-2009062,"<dbpedia:Social_network_analysis_(criminology)>",0
INEX_LD-2009062,"<dbpedia:Social_network_analysis_software>",1
INEX_LD-2009062,"<dbpedia:Social_network_change_detection>",1
INEX_LD-2009062,"<dbpedia:Social_network_game>",0
INEX_LD-2009062,"<dbpedia:Social_network_hosting_service>",0
INEX_LD-2009062,"<dbpedia:Social_networking_service>",1
INEX_LD-2009062,"<dbpedia:Social_relation>",0
INEX_LD-2009062,"<dbpedia:Social_software>",0
INEX_LD-2009062,"<dbpedia:Sociality>",0
INEX_LD-2009062,"<dbpedia:Sociobiology>",0
INEX_LD-2009062,"<dbpedia:Sociometry>",0
INEX_LD-2009062,"<dbpedia:St._Pete_Creative_Network>",0
INEX_LD-2009062,"<dbpedia:Structural_cohesion>",0
INEX_LD-2009062,"<dbpedia:Structural_functionalism>",0
INEX_LD-2009062,"<dbpedia:The_Draugiem_Group>",0
INEX_LD-2009062,"<dbpedia:The_Evolution_of_Cooperation>",0
INEX_LD-2009062,"<dbpedia:The_Genetical_Evolution_of_Social_Behaviour>",0
INEX_LD-2009062,"<dbpedia:The_Social_Network>",0
INEX_LD-2009062,"<dbpedia:Theoretical_foundations_of_evolutionary_psychology>",0
INEX_LD-2009062,"<dbpedia:Tribe.net>",1
INEX_LD-2009062,"<dbpedia:Unit_of_selection>",0
INEX_LD-2009062,"<dbpedia:Usenet_newsgroup>",0
INEX_LD-2009062,"<dbpedia:VK_(social_networking)>",0
INEX_LD-2009074,"<dbpedia:AIM_Fight>",0
INEX_LD-2009074,"<dbpedia:Adversarial_information_retrieval>",0
INEX_LD-2009074,"<dbpedia:Algorithm>",0
INEX_LD-2009074,"<dbpedia:Algorithm_design>",0
INEX_LD-2009074,"<dbpedia:Anchor_text>",0
INEX_LD-2009074,"<dbpedia:Bridge_scoring>",0
INEX_LD-2009074,"<dbpedia:Browser_speed_test>",0
INEX_LD-2009074,"<dbpedia:CLEVER_project>",0
INEX_LD-2009074,"<dbpedia:CWTS_Leiden_Ranking>",0
INEX_LD-2009074,"<dbpedia:Cluster_analysis>",0
INEX_LD-2009074,"<dbpedia:Collaborative_filtering>",1
INEX_LD-2009074,"<dbpedia:College_and_university_rankings>",0
INEX_LD-2009074,"<dbpedia:Discounted_cumulative_gain>",0
INEX_LD-2009074,"<dbpedia:Examples_of_Markov_chains>",1
INEX_LD-2009074,"<dbpedia:Findability>",0
INEX_LD-2009074,"<dbpedia:Gary_Robinson>",0
INEX_LD-2009074,"<dbpedia:Generalized_linear_model>",0
INEX_LD-2009074,"<dbpedia:Google_Panda>",2
INEX_LD-2009074,"<dbpedia:Google_Penguin>",1
INEX_LD-2009074,"<dbpedia:Google_Search>",1
INEX_LD-2009074,"<dbpedia:HITS_algorithm>",2
INEX_LD-2009074,"<dbpedia:Information_retrieval>",1
INEX_LD-2009074,"<dbpedia:Larry_Page>",0
INEX_LD-2009074,"<dbpedia:Learning_to_rank>",0
INEX_LD-2009074,"<dbpedia:List_of_algorithms>",1
INEX_LD-2009074,"<dbpedia:List_ranking>",0
INEX_LD-2009074,"<dbpedia:Machine_learning>",0
INEX_LD-2009074,"<dbpedia:Medical_algorithm>",0
INEX_LD-2009074,"<dbpedia:Metasearch_engine>",0
INEX_LD-2009074,"<dbpedia:Mobilegeddon>",0
INEX_LD-2009074,"<dbpedia:Nofollow>",1
INEX_LD-2009074,"<dbpedia:Nutritional_rating_systems>",0
INEX_LD-2009074,"<dbpedia:Official_World_Golf_Ranking>",0
INEX_LD-2009074,"<dbpedia:PageRank>",2
INEX_LD-2009074,"<dbpedia:PostRank>",0
INEX_LD-2009074,"<dbpedia:Query_expansion>",1
INEX_LD-2009074,"<dbpedia:Rank_SIFT>",0
INEX_LD-2009074,"<dbpedia:Ranking>",1
INEX_LD-2009074,"<dbpedia:Ranking_SVM>",1
INEX_LD-2009074,"<dbpedia:Reputation_system>",1
INEX_LD-2009074,"<dbpedia:SCImago_Journal_Rank>",0
INEX_LD-2009074,"<dbpedia:Sandbox_effect>",1
INEX_LD-2009074,"<dbpedia:Scoring_algorithm>",0
INEX_LD-2009074,"<dbpedia:Search_algorithm>",1
INEX_LD-2009074,"<dbpedia:Search_engine_optimization>",0
INEX_LD-2009074,"<dbpedia:SimRank>",1
INEX_LD-2009074,"<dbpedia:Smith–Waterman_algorithm>",0
INEX_LD-2009074,"<dbpedia:Social_search>",0
INEX_LD-2009074,"<dbpedia:Spam_in_blogs>",0
INEX_LD-2009074,"<dbpedia:Spamdexing>",0
INEX_LD-2009074,"<dbpedia:Sproose>",0
INEX_LD-2009074,"<dbpedia:Stanine>",0
INEX_LD-2009074,"<dbpedia:TCExam>",0
INEX_LD-2009074,"<dbpedia:Times_Higher_Education_World_University_Rankings>",0
INEX_LD-2009074,"<dbpedia:Topic-Sensitive_PageRank>",2
INEX_LD-2009074,"<dbpedia:TrustRank>",1
INEX_LD-2009074,"<dbpedia:University_Ranking_by_Academic_Performance>",0
INEX_LD-2009074,"<dbpedia:VisualRank>",0
INEX_LD-2009074,"<dbpedia:Wazap!>",0
INEX_LD-2009074,"<dbpedia:Web_index>",0
INEX_LD-2009074,"<dbpedia:Web_search_engine>",0
INEX_LD-2009074,"<dbpedia:Webometrics>",0
INEX_LD-2009074,"<dbpedia:Webometrics_Ranking_of_World_Universities>",1
INEX_LD-2009074,"<dbpedia:Yebol>",1
INEX_LD-2009111,"<dbpedia:Abengoa_Solar>",0
INEX_LD-2009111,"<dbpedia:Ain_Beni_Mathar_Integrated_Thermo_Solar_Combined_Cycle_Power_Plant>",0
INEX_LD-2009111,"<dbpedia:Andasol_Solar_Power_Station>",1
INEX_LD-2009111,"<dbpedia:Archimede_solar_power_plant>",2
INEX_LD-2009111,"<dbpedia:Avenal_Solar_Facility>",0
INEX_LD-2009111,"<dbpedia:BP_Solar>",1
INEX_LD-2009111,"<dbpedia:Bavaria_Solarpark>",2
INEX_LD-2009111,"<dbpedia:Beeckerwerth>",2
INEX_LD-2009111,"<dbpedia:Beneixama_photovoltaic_power_plant>",2
INEX_LD-2009111,"<dbpedia:Blythe_Solar_Power_Project>",0
INEX_LD-2009111,"<dbpedia:Centrosolar>",1
INEX_LD-2009111,"<dbpedia:Cimarron_Solar_Facility>",0
INEX_LD-2009111,"<dbpedia:Concentrated_solar_power>",0
INEX_LD-2009111,"<dbpedia:Copper_Mountain_Solar_Facility>",0
INEX_LD-2009111,"<dbpedia:Darro_Solar_Park>",1
INEX_LD-2009111,"<dbpedia:El_Dorado_Solar_Power_Plant>",0
INEX_LD-2009111,"<dbpedia:Energy_development>",0
INEX_LD-2009111,"<dbpedia:Energy_policy_of_the_European_Union>",0
INEX_LD-2009111,"<dbpedia:Energy_policy_of_the_United_Kingdom>",0
INEX_LD-2009111,"<dbpedia:Engie>",1
INEX_LD-2009111,"<dbpedia:Erlasee_Solar_Park>",2
INEX_LD-2009111,"<dbpedia:Espenhain>",1
INEX_LD-2009111,"<dbpedia:Evergreen_Solar>",0
INEX_LD-2009111,"<dbpedia:Fuente_Álamo_Solar_Power_Plant>",2
INEX_LD-2009111,"<dbpedia:Fürth>",0
INEX_LD-2009111,"<dbpedia:Geiseltalsee_Solarpark>",1
INEX_LD-2009111,"<dbpedia:Germany>",0
INEX_LD-2009111,"<dbpedia:Gottelborn_Solar_Park>",2
INEX_LD-2009111,"<dbpedia:Growth_of_photovoltaics>",0
INEX_LD-2009111,"<dbpedia:Guadarranque_solar_power_plant>",2
INEX_LD-2009111,"<dbpedia:Hambantota_Solar_Power_Station>",0
INEX_LD-2009111,"<dbpedia:Index_of_solar_energy_articles>",0
INEX_LD-2009111,"<dbpedia:Ivanpah_Solar_Power_Facility>",0
INEX_LD-2009111,"<dbpedia:Kilowatt_hour>",0
INEX_LD-2009111,"<dbpedia:List_of_largest_power_stations_in_the_world>",0
INEX_LD-2009111,"<dbpedia:List_of_photovoltaic_power_stations>",1
INEX_LD-2009111,"<dbpedia:List_of_power_stations_in_Massachusetts>",0
INEX_LD-2009111,"<dbpedia:List_of_power_stations_in_South_Africa>",0
INEX_LD-2009111,"<dbpedia:List_of_renewable_energy_topics_by_country>",1
INEX_LD-2009111,"<dbpedia:List_of_solar_thermal_power_stations>",1
INEX_LD-2009111,"<dbpedia:Lobosillo_Solar_Park>",1
INEX_LD-2009111,"<dbpedia:Marstal>",2
INEX_LD-2009111,"<dbpedia:Mojave_Solar_Park>",0
INEX_LD-2009111,"<dbpedia:Monte_Alto_photovoltaic_power_plant>",0
INEX_LD-2009111,"<dbpedia:Moura_Photovoltaic_Power_Station>",1
INEX_LD-2009111,"<dbpedia:National_Solar_Thermal_Test_Facility>",0
INEX_LD-2009111,"<dbpedia:Nellis_Solar_Power_Plant>",0
INEX_LD-2009111,"<dbpedia:Net_energy_metering>",0
INEX_LD-2009111,"<dbpedia:Ostrožská_Lhota>",1
INEX_LD-2009111,"<dbpedia:Outline_of_solar_energy>",1
INEX_LD-2009111,"<dbpedia:PS20_solar_power_plant>",1
INEX_LD-2009111,"<dbpedia:Parabolic_trough>",0
INEX_LD-2009111,"<dbpedia:Photovoltaic_power_station>",0
INEX_LD-2009111,"<dbpedia:Photovoltaic_system>",1
INEX_LD-2009111,"<dbpedia:Photovoltaics>",0
INEX_LD-2009111,"<dbpedia:Planta_Solar_de_Salamanca>",2
INEX_LD-2009111,"<dbpedia:Pocking_Solar_Park>",1
INEX_LD-2009111,"<dbpedia:Power_purchase_agreement>",0
INEX_LD-2009111,"<dbpedia:Power_station>",0
INEX_LD-2009111,"<dbpedia:Renewable_Energy_Systems>",1
INEX_LD-2009111,"<dbpedia:Renewable_energy>",0
INEX_LD-2009111,"<dbpedia:Renewable_energy_commercialization>",1
INEX_LD-2009111,"<dbpedia:Renewable_energy_in_Germany>",1
INEX_LD-2009111,"<dbpedia:Renewable_energy_in_Portugal>",1
INEX_LD-2009111,"<dbpedia:Renewable_energy_in_the_European_Union>",2
INEX_LD-2009111,"<dbpedia:Renewable_energy_in_the_United_States>",0
INEX_LD-2009111,"<dbpedia:Renewable_portfolio_standard>",0
INEX_LD-2009111,"<dbpedia:Rice_Solar_Energy_Project>",0
INEX_LD-2009111,"<dbpedia:Rio_Mesa_Solar_Electric_Generating_Facility>",0
INEX_LD-2009111,"<dbpedia:Rote_Jahne_Solar_Park>",0
INEX_LD-2009111,"<dbpedia:SOLAR_(ISS)>",0
INEX_LD-2009111,"<dbpedia:Sener_Aeronáutica>",0
INEX_LD-2009111,"<dbpedia:Serpa>",1
INEX_LD-2009111,"<dbpedia:Serpa_solar_power_plant>",2
INEX_LD-2009111,"<dbpedia:Solar_Ark>",0
INEX_LD-2009111,"<dbpedia:Solar_Energy_Generating_Systems>",0
INEX_LD-2009111,"<dbpedia:Solar_energy>",1
INEX_LD-2009111,"<dbpedia:Solar_energy_in_the_European_Union>",1
INEX_LD-2009111,"<dbpedia:Solar_panel>",0
