QueryId,DocumentId
252,clueweb12-0104wb-91-25712
252,clueweb12-0204wb-93-09699
252,clueweb12-0101wb-87-09327
252,clueweb12-1509wb-46-23135
252,clueweb12-0111wb-10-15660
252,clueweb12-1020wb-75-26150
252,clueweb12-1703wb-89-25866
252,clueweb12-0006wb-67-21389
252,clueweb12-1600wb-05-14053
252,clueweb12-0607wb-16-01013
252,clueweb12-1900tw-15-06309
252,clueweb12-1600wb-09-33862
253,clueweb12-1207wb-00-20715
253,clueweb12-1113wb-05-18208
253,clueweb12-1702wb-95-23938
253,clueweb12-1118wb-68-09602
253,clueweb12-1600wb-32-12121
253,clueweb12-1717wb-23-07595
253,clueweb12-0203wb-21-16455
253,clueweb12-1807wb-07-01827
253,clueweb12-0209wb-71-25114
253,clueweb12-1900tw-16-20095
253,clueweb12-0112wb-28-04543
253,clueweb12-0609wb-19-18342
253,clueweb12-0304wb-14-29018
253,clueweb12-1009wb-92-11714
253,clueweb12-0916wb-33-17314
253,clueweb12-0400tw-39-22213
253,clueweb12-0102wb-42-16190
253,clueweb12-1801wb-95-23539
253,clueweb12-1100tw-66-12952
253,clueweb12-0504wb-38-29046
253,clueweb12-0104wb-05-07955
253,clueweb12-1406wb-96-06850
253,clueweb12-0807wb-22-25760
253,clueweb12-1715wb-91-21209
253,clueweb12-1205wb-28-10799
253,clueweb12-0300tw-88-22729
253,clueweb12-1207wb-41-27688
253,clueweb12-1900wb-85-07545
253,clueweb12-1113wb-24-23160
253,clueweb12-0610wb-51-05906
253,clueweb12-1712wb-18-09097
253,clueweb12-1813wb-20-12943
253,clueweb12-1910wb-33-14993
253,clueweb12-0009wb-72-17067
253,clueweb12-1907wb-04-20515
253,clueweb12-1908wb-03-29657
253,clueweb12-0305wb-95-17361
253,clueweb12-0808wb-58-05291
253,clueweb12-1907wb-36-11747
253,clueweb12-1407wb-19-02907
253,clueweb12-1009wb-71-17326
253,clueweb12-0201wb-84-23372
253,clueweb12-1714wb-26-18904
253,clueweb12-1507wb-23-13841
253,clueweb12-1714wb-40-15433
253,clueweb12-1101tw-05-07627
253,clueweb12-1000tw-74-22328
253,clueweb12-1907wb-84-06341
253,clueweb12-1308wb-87-06146
253,clueweb12-0601wb-46-12476
253,clueweb12-1209wb-77-08954
253,clueweb12-1212wb-24-07661
253,clueweb12-0209wb-39-15082
253,clueweb12-1806wb-99-16658
253,clueweb12-1904wb-57-19423
253,clueweb12-1200wb-31-22106
253,clueweb12-0610wb-81-13777
253,clueweb12-0302wb-68-10519
253,clueweb12-1717wb-47-09886
253,clueweb12-1109wb-23-15660
253,clueweb12-0110wb-52-30735
253,clueweb12-1008wb-07-27263
253,clueweb12-0603wb-23-10474
253,clueweb12-1408wb-03-00153
253,clueweb12-1711wb-74-25993
253,clueweb12-1814wb-61-16710
253,clueweb12-1709wb-00-09017
253,clueweb12-1911wb-42-20853
253,clueweb12-1808wb-62-30063
253,clueweb12-1806wb-33-30469
253,clueweb12-1509wb-51-20181
253,clueweb12-0002wb-69-30719
253,clueweb12-1913wb-44-17344
253,clueweb12-0409wb-87-17855
253,clueweb12-0400tw-84-15952
253,clueweb12-0103wb-41-11033
253,clueweb12-0405wb-10-23884
253,clueweb12-0203wb-88-08922
253,clueweb12-1509wb-95-15553
253,clueweb12-1807wb-25-17708
253,clueweb12-0807wb-65-20925
253,clueweb12-0009wb-07-14967
253,clueweb12-0008wb-96-09274
253,clueweb12-0201wb-05-28201
253,clueweb12-1200wb-38-13114
253,clueweb12-0000wb-20-11642
253,clueweb12-0004wb-00-17717
253,clueweb12-1007wb-92-12153
253,clueweb12-0405wb-10-23898
253,clueweb12-0307wb-35-14992
253,clueweb12-1807wb-80-09442
253,clueweb12-1513wb-76-07521
253,clueweb12-0807wb-85-24439
253,clueweb12-0303wb-47-20450
253,clueweb12-1800tw-57-21138
253,clueweb12-0008wb-96-09260
253,clueweb12-0407wb-29-05548
253,clueweb12-1006wb-81-16602
253,clueweb12-0605wb-00-04536
253,clueweb12-0201wb-99-14732
254,clueweb12-0105wb-68-24880
254,clueweb12-1505wb-08-12191
254,clueweb12-1110wb-45-18927
254,clueweb12-0812wb-13-00914
254,clueweb12-1713wb-98-18024
254,clueweb12-0911wb-52-13620
254,clueweb12-0918wb-43-20583
254,clueweb12-0004wb-85-05475
254,clueweb12-0404wb-37-13169
254,clueweb12-0405wb-45-08585
254,clueweb12-0911wb-62-24121
254,clueweb12-0612wb-67-10375
254,clueweb12-0911wb-52-13634
254,clueweb12-0911wb-76-02509
254,clueweb12-0806wb-16-21192
254,clueweb12-1910wb-97-02913
254,clueweb12-1705wb-84-23375
254,clueweb12-0911wb-76-02523
254,clueweb12-0401wb-71-13694
254,clueweb12-0600wb-38-09891
254,clueweb12-0501wb-85-05970
254,clueweb12-1815wb-08-11312
254,clueweb12-0006wb-77-02286
254,clueweb12-0911wb-44-11162
254,clueweb12-0302wb-13-26849
254,clueweb12-0201wb-07-03390
254,clueweb12-1616wb-20-20585
254,clueweb12-1500tw-36-11299
254,clueweb12-0309wb-38-20419
254,clueweb12-1902wb-69-04189
254,clueweb12-0304wb-28-17159
254,clueweb12-1313wb-70-20468
254,clueweb12-0302wb-73-18694
254,clueweb12-1710wb-43-30925
254,clueweb12-0211wb-89-20040
254,clueweb12-0008wb-78-18652
254,clueweb12-0207wb-05-17094
254,clueweb12-0405wb-39-18189
254,clueweb12-0000tw-14-03004
254,clueweb12-1009wb-58-12521
254,clueweb12-1711wb-37-14205
254,clueweb12-0006wb-78-11118
254,clueweb12-0204wb-77-15988
254,clueweb12-1414wb-19-21824
254,clueweb12-0006wb-89-24956
254,clueweb12-0107wb-77-26134
254,clueweb12-0006wb-36-24434
254,clueweb12-1211wb-52-08044
254,clueweb12-1408wb-87-03898
254,clueweb12-0805wb-09-08264
254,clueweb12-0108wb-85-10096
254,clueweb12-0012wb-33-14568
254,clueweb12-0304wb-43-15655
254,clueweb12-0106wb-73-30589
254,clueweb12-0001wb-85-16954
254,clueweb12-1211wb-42-23751
254,clueweb12-1713wb-91-17164
254,clueweb12-0002wb-59-23009
254,clueweb12-0501wb-04-22060
254,clueweb12-0508wb-24-18439
254,clueweb12-0909wb-72-11982
254,clueweb12-1506wb-54-31686
254,clueweb12-0301wb-50-26080
254,clueweb12-0007wb-91-09270
254,clueweb12-0404wb-37-07707
254,clueweb12-0112wb-32-14590
254,clueweb12-0603wb-04-12103
254,clueweb12-0005wb-06-30577
254,clueweb12-1217wb-54-19224
254,clueweb12-0404wb-45-06820
254,clueweb12-1304wb-06-06243
254,clueweb12-0805wb-37-05848
254,clueweb12-0002wb-10-00545
254,clueweb12-1209wb-76-10126
254,clueweb12-0000tw-07-07641
254,clueweb12-1400wb-57-11832
254,clueweb12-0006wb-87-14777
254,clueweb12-0211wb-97-33499
254,clueweb12-0311wb-35-25956
254,clueweb12-0715wb-85-05618
254,clueweb12-1805wb-16-11255
254,clueweb12-0500wb-68-11919
254,clueweb12-0100wb-98-24642
254,clueweb12-0210wb-03-13091
254,clueweb12-1303wb-15-21633
254,clueweb12-1502wb-15-31219
254,clueweb12-0915wb-76-11211
254,clueweb12-0105wb-39-20019
254,clueweb12-0505wb-44-10399
254,clueweb12-0008wb-45-04339
254,clueweb12-0103wb-40-02464
254,clueweb12-0608wb-49-25141
254,clueweb12-0704wb-24-06481
254,clueweb12-0700wb-71-30653
254,clueweb12-1202wb-86-01252
254,clueweb12-0506wb-06-34213
254,clueweb12-0403wb-43-19714
254,clueweb12-0013wb-49-10687
254,clueweb12-1810wb-46-01149
254,clueweb12-0908wb-08-09689
255,clueweb12-0012wb-38-00083
255,clueweb12-1200wb-49-28633
255,clueweb12-1513wb-88-15211
255,clueweb12-1200wb-43-26294
255,clueweb12-0209wb-36-17375
255,clueweb12-1009wb-72-05215
255,clueweb12-1903wb-27-29275
255,clueweb12-1706wb-63-14897
255,clueweb12-1903wb-35-14226
255,clueweb12-1903wb-30-13722
255,clueweb12-1501wb-93-31024
255,clueweb12-0103wb-91-02262
255,clueweb12-1204wb-62-11747
255,clueweb12-0906wb-67-25749
255,clueweb12-1207wb-88-05387
255,clueweb12-0301wb-71-04060
255,clueweb12-1011wb-33-14641
255,clueweb12-0812wb-31-07747
255,clueweb12-1117wb-30-14092
255,clueweb12-1117wb-27-10314
255,clueweb12-1710wb-58-04164
255,clueweb12-1708wb-51-07729
255,clueweb12-1010wb-21-05411
255,clueweb12-1708wb-61-04777
255,clueweb12-0106wb-76-22794
255,clueweb12-1010wb-35-19381
255,clueweb12-1009wb-81-11850
255,clueweb12-1008wb-39-20866
255,clueweb12-1010wb-99-05824
255,clueweb12-1008wb-54-22404
255,clueweb12-1008wb-64-09463
255,clueweb12-1201wb-51-19058
255,clueweb12-0814wb-36-26012
255,clueweb12-1702wb-29-30317
255,clueweb12-1810wb-23-20860
255,clueweb12-1707wb-80-00668
255,clueweb12-1204wb-02-14174
255,clueweb12-1114wb-68-06563
255,clueweb12-1211wb-37-01451
255,clueweb12-0210wb-79-09325
255,clueweb12-1009wb-86-19538
255,clueweb12-1911wb-51-03805
255,clueweb12-1903wb-21-11314
255,clueweb12-1205wb-14-18441
255,clueweb12-1903wb-33-00333
255,clueweb12-1400tw-56-06061
255,clueweb12-1011wb-52-02706
255,clueweb12-1116wb-24-00839
255,clueweb12-1116wb-67-01060
255,clueweb12-0307wb-03-24360
255,clueweb12-1205wb-17-32095
255,clueweb12-1806wb-85-07163
255,clueweb12-1201wb-48-09628
255,clueweb12-1811wb-19-05825
255,clueweb12-1008wb-03-11532
255,clueweb12-1710wb-36-05428
255,clueweb12-1207wb-47-21291
255,clueweb12-1207wb-01-00099
255,clueweb12-1207wb-35-13341
255,clueweb12-1207wb-36-12370
255,clueweb12-1207wb-42-07476
255,clueweb12-1009wb-01-18756
255,clueweb12-0002wb-80-15821
255,clueweb12-1207wb-36-12384
255,clueweb12-1207wb-47-21277
255,clueweb12-1207wb-30-05371
255,clueweb12-1207wb-30-05357
255,clueweb12-0501wb-91-18074
255,clueweb12-0104wb-77-28160
255,clueweb12-1117wb-79-20497
255,clueweb12-0502wb-94-04045
255,clueweb12-0106wb-49-04653
255,clueweb12-0103wb-87-03682
255,clueweb12-0107wb-02-31854
255,clueweb12-0502wb-17-29337
255,clueweb12-0502wb-02-00141
255,clueweb12-1117wb-86-20355
255,clueweb12-0104wb-57-07394
255,clueweb12-0502wb-27-18778
255,clueweb12-0502wb-88-22682
255,clueweb12-0502wb-00-10337
255,clueweb12-0503wb-63-18439
255,clueweb12-0501wb-08-26166
255,clueweb12-0103wb-46-33226
255,clueweb12-1309wb-67-31316
255,clueweb12-0104wb-38-28408
255,clueweb12-0503wb-44-25199
255,clueweb12-0502wb-72-12087
255,clueweb12-0502wb-40-31032
255,clueweb12-0503wb-75-03960
255,clueweb12-0502wb-52-29160
255,clueweb12-1203wb-65-13490
255,clueweb12-0917wb-83-22820
255,clueweb12-1811wb-02-24036
255,clueweb12-1309wb-89-16380
255,clueweb12-0502wb-66-29845
255,clueweb12-0503wb-68-22620
255,clueweb12-0502wb-77-25878
255,clueweb12-0106wb-43-04034
255,clueweb12-1309wb-34-26134
256,clueweb12-0011wb-98-30586
256,clueweb12-1513wb-11-16127
256,clueweb12-0012wb-11-05284
256,clueweb12-1009wb-12-10314
256,clueweb12-0917wb-90-24173
256,clueweb12-1215wb-82-23909
256,clueweb12-0403wb-74-05735
256,clueweb12-0200wb-24-31386
256,clueweb12-1020wb-32-05896
256,clueweb12-1102wb-91-05307
256,clueweb12-0204wb-06-08763
256,clueweb12-1714wb-78-17984
256,clueweb12-0212wb-02-31317
256,clueweb12-0507wb-41-05564
256,clueweb12-0001wb-45-06734
256,clueweb12-1019wb-29-24323
256,clueweb12-0301wb-16-07053
256,clueweb12-1900tw-16-14596
256,clueweb12-1301wb-91-00040
256,clueweb12-0915wb-31-15902
256,clueweb12-1804wb-46-21590
256,clueweb12-0914wb-84-18469
256,clueweb12-0916wb-00-12881
256,clueweb12-0915wb-69-00069
256,clueweb12-0914wb-77-03945
256,clueweb12-0915wb-42-12032
256,clueweb12-0915wb-10-15424
256,clueweb12-0914wb-69-27322
256,clueweb12-0914wb-69-27336
256,clueweb12-0916wb-08-09230
256,clueweb12-0916wb-08-09244
256,clueweb12-0915wb-36-20998
256,clueweb12-0915wb-54-19950
256,clueweb12-0915wb-54-19964
256,clueweb12-0915wb-72-25429
256,clueweb12-0916wb-17-14656
256,clueweb12-0009wb-72-15401
256,clueweb12-0814wb-87-05150
256,clueweb12-1207wb-47-27101
256,clueweb12-0701wb-58-15166
256,clueweb12-0808wb-01-01437
256,clueweb12-0811wb-41-00282
256,clueweb12-0810wb-36-19789
256,clueweb12-0810wb-10-18177
256,clueweb12-0809wb-69-12106
256,clueweb12-0809wb-43-18741
256,clueweb12-0813wb-52-14645
256,clueweb12-0812wb-37-10228
256,clueweb12-0811wb-18-09160
256,clueweb12-0810wb-36-19775
256,clueweb12-0809wb-95-05509
256,clueweb12-0809wb-95-05523
256,clueweb12-0809wb-32-14536
256,clueweb12-0811wb-91-22453
256,clueweb12-0813wb-69-10488
256,clueweb12-0812wb-84-19217
256,clueweb12-0811wb-62-20802
256,clueweb12-0810wb-71-22069
256,clueweb12-0810wb-87-08881
256,clueweb12-0810wb-10-18163
256,clueweb12-0811wb-18-09132
256,clueweb12-0811wb-18-09146
256,clueweb12-0813wb-33-07809
256,clueweb12-0809wb-43-18755
256,clueweb12-0809wb-32-14522
256,clueweb12-0809wb-06-01905
256,clueweb12-0808wb-79-17095
256,clueweb12-0813wb-05-09023
256,clueweb12-0812wb-37-10242
256,clueweb12-0812wb-76-14843
256,clueweb12-0812wb-76-14857
256,clueweb12-0809wb-91-12680
256,clueweb12-0810wb-71-22055
256,clueweb12-0811wb-62-20816
256,clueweb12-0811wb-46-21425
256,clueweb12-0811wb-46-21439
256,clueweb12-0809wb-10-15588
256,clueweb12-0812wb-17-16048
256,clueweb12-0812wb-17-16062
256,clueweb12-0809wb-23-15506
256,clueweb12-0811wb-91-22439
256,clueweb12-0810wb-50-19001
256,clueweb12-0813wb-05-09037
256,clueweb12-1810wb-12-17785
256,clueweb12-1803wb-52-19778
256,clueweb12-0915wb-31-15916
256,clueweb12-1300tw-28-03698
256,clueweb12-1019wb-70-13002
256,clueweb12-1013wb-57-26875
256,clueweb12-0808wb-93-17204
256,clueweb12-1407wb-87-15166
256,clueweb12-1113wb-63-28873
256,clueweb12-0004wb-68-27710
256,clueweb12-1807wb-55-11044
256,clueweb12-0203wb-36-21914
256,clueweb12-0410wb-46-24872
256,clueweb12-0101wb-48-33019
256,clueweb12-0906wb-07-18165
256,clueweb12-1408wb-92-07491
256,clueweb12-1302wb-95-18395
257,clueweb12-0100wb-82-00700
257,clueweb12-0306wb-36-26442
257,clueweb12-1515wb-41-05547
257,clueweb12-1600wb-15-15242
257,clueweb12-0206wb-40-34716
257,clueweb12-1106wb-13-08055
257,clueweb12-1002wb-62-25101
257,clueweb12-1005wb-31-26221
257,clueweb12-1013wb-09-04784
257,clueweb12-1702wb-39-17225
257,clueweb12-1006wb-01-12114
257,clueweb12-1214wb-12-21219
257,clueweb12-1213wb-06-06440
257,clueweb12-0100tw-62-08213
257,clueweb12-0311wb-00-26501
257,clueweb12-0100wb-87-17866
257,clueweb12-0111wb-66-23542
257,clueweb12-1204wb-74-21801
257,clueweb12-0512wb-35-19416
257,clueweb12-0106wb-09-26880
257,clueweb12-1006wb-24-08633
257,clueweb12-1616wb-74-20341
257,clueweb12-0911wb-88-07262
257,clueweb12-1009wb-87-12117
257,clueweb12-1006wb-84-10145
257,clueweb12-0211wb-67-04947
257,clueweb12-1407wb-12-00705
257,clueweb12-0814wb-59-00592
257,clueweb12-0814wb-65-09035
257,clueweb12-0800wb-29-07636
257,clueweb12-1312wb-57-20255
257,clueweb12-1404wb-89-18792
257,clueweb12-0813wb-88-11296
257,clueweb12-0813wb-69-25621
257,clueweb12-1714wb-04-14590
257,clueweb12-0903wb-43-00971
257,clueweb12-1612wb-50-01175
257,clueweb12-1616wb-94-18978
257,clueweb12-0800tw-89-15323
257,clueweb12-0800tw-86-01767
257,clueweb12-0504wb-80-30398
257,clueweb12-1006wb-06-20154
257,clueweb12-0512wb-51-21708
257,clueweb12-1200wb-79-20712
257,clueweb12-1406wb-66-33174
257,clueweb12-1006wb-84-10131
257,clueweb12-1004wb-10-01961
257,clueweb12-0412wb-30-14224
257,clueweb12-0100wb-91-06180
257,clueweb12-1111wb-93-11435
257,clueweb12-1003wb-93-07273
257,clueweb12-1810wb-90-03614
257,clueweb12-0105wb-90-23290
257,clueweb12-1005wb-20-08042
257,clueweb12-1007wb-30-15903
257,clueweb12-0604wb-84-02180
257,clueweb12-1007wb-85-25540
257,clueweb12-1006wb-56-27267
257,clueweb12-1007wb-23-02573
257,clueweb12-1004wb-76-08797
257,clueweb12-1005wb-91-26736
257,clueweb12-1714wb-18-15478
257,clueweb12-1007wb-17-22065
257,clueweb12-1007wb-42-09764
257,clueweb12-0207wb-98-28333
257,clueweb12-1616wb-90-25133
257,clueweb12-1600tw-46-20565
257,clueweb12-1811wb-33-27374
257,clueweb12-0807wb-30-18074
257,clueweb12-1004wb-57-28797
257,clueweb12-1006wb-81-03167
257,clueweb12-1008wb-02-25881
257,clueweb12-1007wb-47-11685
257,clueweb12-1003wb-98-21190
257,clueweb12-0816wb-16-13351
257,clueweb12-1005wb-37-04395
257,clueweb12-0302wb-35-10785
257,clueweb12-1500tw-04-15153
257,clueweb12-1006wb-61-23150
257,clueweb12-1806wb-03-22010
257,clueweb12-1006wb-68-24986
257,clueweb12-0003wb-87-29478
257,clueweb12-1713wb-70-04480
257,clueweb12-0111wb-28-22309
257,clueweb12-0009wb-67-25950
257,clueweb12-0210wb-38-32692
257,clueweb12-0809wb-12-02430
257,clueweb12-0603wb-61-07702
257,clueweb12-1800wb-73-23647
257,clueweb12-0900wb-15-04612
257,clueweb12-1007wb-78-30950
257,clueweb12-1903wb-43-03508
257,clueweb12-0808wb-76-03719
257,clueweb12-0210wb-31-00603
257,clueweb12-0005wb-36-08174
257,clueweb12-0800wb-23-23350
257,clueweb12-0106wb-40-04608
257,clueweb12-0308wb-97-12168
257,clueweb12-1007wb-86-18767
257,clueweb12-1004wb-52-17248
258,clueweb12-0005wb-79-05629
258,clueweb12-0918wb-20-04302
258,clueweb12-0300tw-38-11119
258,clueweb12-1903wb-95-17273
258,clueweb12-0600wb-32-32938
258,clueweb12-1709wb-01-13263
258,clueweb12-0209wb-85-08549
258,clueweb12-0206wb-34-22736
258,clueweb12-1103wb-33-03750
258,clueweb12-1310wb-38-12568
258,clueweb12-1113wb-05-15822
258,clueweb12-1115wb-13-17755
258,clueweb12-1009wb-17-14784
258,clueweb12-0203wb-82-15786
258,clueweb12-1708wb-37-19804
258,clueweb12-1709wb-64-33993
258,clueweb12-0208wb-72-32584
258,clueweb12-1709wb-40-28873
258,clueweb12-1708wb-13-16754
258,clueweb12-0210wb-94-28684
258,clueweb12-0609wb-44-31602
258,clueweb12-1511wb-10-08057
258,clueweb12-1505wb-79-18770
258,clueweb12-0309wb-78-22141
258,clueweb12-0612wb-05-21009
258,clueweb12-0104wb-65-05186
258,clueweb12-1900wb-83-24577
258,clueweb12-0908wb-26-13754
258,clueweb12-0010wb-78-24806
258,clueweb12-0209wb-93-17137
258,clueweb12-1808wb-49-25348
258,clueweb12-1005wb-94-26259
258,clueweb12-0612wb-28-02688
258,clueweb12-0701wb-22-02396
258,clueweb12-0202wb-39-16368
258,clueweb12-1709wb-91-11289
258,clueweb12-1709wb-75-17410
258,clueweb12-0210wb-08-32518
258,clueweb12-0209wb-62-20330
258,clueweb12-0811wb-84-30830
258,clueweb12-0602wb-22-14431
258,clueweb12-0112wb-25-29830
258,clueweb12-1516wb-36-01300
258,clueweb12-0100wb-55-13627
258,clueweb12-0506wb-40-00484
258,clueweb12-1111wb-92-03300
258,clueweb12-0815wb-56-16991
258,clueweb12-0402wb-23-02369
258,clueweb12-1310wb-78-33596
258,clueweb12-1200tw-44-07501
258,clueweb12-0506wb-19-03746
258,clueweb12-0112wb-51-33500
258,clueweb12-1111wb-96-01192
258,clueweb12-0506wb-40-00470
258,clueweb12-0312wb-05-33684
258,clueweb12-0110wb-03-05307
258,clueweb12-1113wb-13-22702
258,clueweb12-0006wb-19-12166
258,clueweb12-1205wb-81-22852
258,clueweb12-0209wb-08-12826
258,clueweb12-0504wb-06-20333
258,clueweb12-0606wb-84-20192
258,clueweb12-0300wb-99-12066
258,clueweb12-1212wb-96-15646
258,clueweb12-1114wb-78-06155
258,clueweb12-0001wb-88-17308
258,clueweb12-1205wb-70-26851
258,clueweb12-0100wb-53-15468
258,clueweb12-1115wb-23-15843
258,clueweb12-0717wb-30-13223
258,clueweb12-0717wb-17-10850
258,clueweb12-0715wb-58-21481
258,clueweb12-0716wb-09-20579
258,clueweb12-0716wb-91-14843
258,clueweb12-0716wb-91-14829
258,clueweb12-0702wb-71-34731
